day_1,day_2,day_3,day_4,day_5
191.29760504894057,188.92029811136092,188.956708821034,190.81560108831155,191.58968919348456
193.81391206420483,192.0335276382877,192.38942236366287,193.49058144055175,194.51936842562154
196.36150502653658,194.7846872223395,195.27259619675274,196.0285320770333,197.10881563989636
198.0102121990609,196.41250977284756,196.83010506127496,197.58261330116358,198.68469532108094
198.377273320682,196.62102810535526,196.909472089731,197.88740309233322,198.92761149738052
199.13757496436705,197.2930733219415,197.60212261662753,198.59320859338246,199.65471148001456
198.63253082399075,196.58435022796345,196.81702295104557,197.99413659598252,199.08452699220683
198.86979093824408,196.89907076467972,197.14112775388372,198.3419130659032,199.4195097715945
200.89382928768418,199.1182660246922,199.46915742733398,200.3219294616821,201.43687196406216
201.29817245006117,199.33485100070874,199.73036548437904,200.63521093591316,201.69603679525795
203.42953025053382,201.59637716416248,202.01832607200714,202.61133821978584,203.76347168301766
201.85573326315694,199.65643896219615,199.85041487001166,201.01499288414396,201.983995020145
205.36666015545623,203.542639347472,203.96463075927193,204.4935317625358,205.60966741165993
203.37721395360342,201.1102472838765,201.30937224227196,202.44529955456284,203.40915871197748
204.59812185244132,202.57258372057993,202.88367927711195,203.70813153327026,204.83159607867978
203.04933540673764,200.92085269523858,201.09839778834962,202.21634896356267,203.2361736860664
203.44421840307265,201.4788749798486,201.63223228642036,202.63170672234537,203.72954745472725
208.09413289244148,206.70237123744906,207.19506494282575,207.3093034305751,208.56288472702008
208.2046917520641,206.27790245225688,206.59524305421522,207.17715863367445,208.27748888343578
208.73205654094505,206.69900735298998,206.99045090220827,207.62140390204934,208.68402707150221
212.3543468320201,210.61680335700737,211.0806915247056,211.20006691904769,212.34226356473928
206.2458483979979,203.364256319243,203.2275453831488,204.91790946782385,205.73171448318976
207.88501343256652,205.55418760605954,205.82860528519976,206.71441200077462,207.7758268434994
206.5768995615241,204.18582741443407,204.33608496826875,205.42654822841635,206.37291700824187
