day_1,day_2,day_3,day_4,day_5
590.3933800337968,595.6281397038252,594.7145969788685,602.3456050494549,595.9038831431914
588.4214394207476,593.3276572081957,592.2292789011818,599.6082265145462,593.8186154395628
599.5778308922794,604.0472347020636,603.8164117908533,609.6057766809913,605.7646694217584
598.6752187744662,602.8655802679536,602.8263548158922,609.0209563741682,604.2843435329977
601.236919803573,605.9750589907861,606.351918752391,612.0150400537186,607.3520036567286
602.9689286661257,607.7613434056263,608.1192961710913,613.7501180206793,608.9693232058899
607.1252838262778,611.353196714877,611.8954434557386,617.4546911645568,612.826432480085
598.1203673695111,601.6957098817851,601.4596022025564,608.7515809161409,602.4313430250069
611.2907970626853,614.5884594814747,615.3698009443581,620.6174114633254,616.8463355864969
616.6040240491598,620.241618502718,621.5626956210382,626.3946148220921,622.4849861141744
612.5346542011105,616.3336474394272,617.1926191902816,623.1004318157868,617.7284651251584
614.4532875889315,618.1446980497321,619.0028984214039,624.7467191151105,619.4953173495213
606.3959366027798,609.1036744822811,609.0340862325988,616.1782719772237,609.9991964765419
616.0080597749937,618.2701210223908,619.0553522058342,624.2861729183334,620.3063487047809
617.4879261187093,620.3532715363474,621.4317252831927,626.4238615817462,621.9823258964809
615.1382887155801,618.4756525437991,619.3559274899573,624.6444867549051,619.6477878305469
623.4990050807714,627.001690238955,628.8485197134835,632.7342356667343,628.8305318074335
619.2282396167194,622.5782081090317,623.5413981111793,629.1696924630196,623.2078012331033
626.3029848225693,629.3003509667273,630.5937076714358,635.427908185392,630.6189990612379
618.4385442814096,621.2344327479495,621.6654367632578,627.8983939204744,621.7021675422175
623.2661962784734,625.523809786327,626.3196105058071,631.4550427968079,626.367994034124
622.034205249605,624.2739457376699,625.290131130908,630.2723379740233,625.082186998013
624.188240586764,626.825060818417,628.0455960458047,632.4503845397874,627.6226504811083
620.4055776098704,623.2035996784055,624.1257752852803,628.7982159433711,623.3828550706295
620.910026770775,623.7229348163057,624.8253013178178,629.2381646747352,623.9707937188298
626.9444604685204,630.1529383239199,631.8790879871478,635.098201027876,630.6907045005921
621.6411957621303,624.8238406210673,625.9741311058513,630.4609155657331,624.4562045850099
612.2888632512893,614.9787609356481,615.586279485233,620.8561287019172,614.050923077325
629.7295496265014,632.5221228037876,634.7128068582912,636.9134531928788,633.3535710889068
633.5612854492794,637.0003728556896,639.2965717350062,642.0792975184695,637.2690918207953
620.1115344303166,623.7436635803031,624.770024613825,629.777818268557,622.1450212547594
630.3535953853859,633.7122624089085,635.4625874239719,638.8718536394216,633.3318904101734
626.8118160737251,629.5022389524212,630.5997145816679,635.1390020629492,628.5890572985713
631.4344945683639,634.0515707754018,635.4312398869688,639.3266062861662,633.4445938324773
631.9704389771789,635.0120691565711,636.5502648963648,640.2513914524042,634.2427743387979
630.2804292492813,633.1338100834244,634.3566922730065,638.5149348503081,632.2059722251013
625.8885244288837,628.2578402073358,629.5198493750413,633.8345178032207,627.3287057754927
623.7962322509946,626.21320941555,627.1939606033484,631.409252415531,625.0486073850766
619.1954149706428,621.5229285623165,622.2143633195961,626.4063660453875,620.4369087345505
615.0423422750983,617.2131510064025,618.2769157241286,622.0149043577119,616.7178435094302
614.7894940263707,617.5967726450992,619.2712070784337,621.9675548057465,617.3489629795442
608.1203629720887,611.2235229505515,612.8586826948552,615.6831286034819,610.7876116506548
613.3047532227126,616.883263313333,619.2862079416906,620.7087624533565,617.0380971688762
620.1202329615269,624.4831372071158,627.4911549489256,628.445301761079,624.777377334546
611.6950489914412,616.0954061582034,618.1089191855087,621.1929752199549,615.3362213314218
616.3230614910674,620.3689453048489,622.6099659541109,625.0745224431541,620.2893291257902
620.2686167741159,624.0841372217321,626.1812546225945,628.958121206733,624.0374113380421
623.3543961024811,626.984966081779,629.0437607083468,632.0231881834239,626.9690625407549
622.5471559938434,626.4347757765668,628.2174987173076,631.7656131856612,626.171637001294
628.6117391290102,632.3543068007212,634.2178440201027,637.7533209997167,632.4114873341866
630.9952843915365,634.4856438951183,636.213779449434,640.2316310154661,634.515941043447
622.0452671553328,625.4470165268309,625.8838961537868,631.6837977553154,624.6343275269444
633.3174639782227,636.5076420934344,637.6276354298896,641.6877323154222,636.8477054267876
637.1752297453394,640.4949995632613,641.6242986868792,646.140182195508,640.5224245550583
629.3566944717177,632.6694069907331,633.0096344473167,639.1547036146633,631.9693721761814
632.58614727596,635.7850731593511,636.2597667785872,641.5584032098806,635.5035197576294
638.5250448412996,641.487370675771,642.2477043651653,647.173502053998,641.6016496810864
635.4655088174727,638.5492694301042,638.9580839846647,644.4404399600486,638.0791056120265
644.0318223533645,647.3705319920726,648.4213966238906,653.0152222546282,647.5430583318511
658.5030107089377,661.7929921605452,663.7966577940274,667.451091291023,662.4920586480376
647.6871749404502,650.7952750281474,651.4350273801796,657.9437443890853,649.5548973022064
643.7908073895474,645.9912896009048,645.9638153721387,652.9133509655295,644.8169058259007
653.3425496253036,654.6529423213259,655.053452240429,660.5553552925516,654.7614113642859
658.4183887713523,659.7316207992603,660.5165237362429,665.7070686080062,659.9493959136552
653.4136478087054,655.461167169346,656.0382244473719,661.7160840147877,654.8456065814723
664.6220827565917,666.7740993780169,668.336503294292,672.665581742099,667.2994742507954
652.2199303171622,654.0828110436221,654.385043972372,660.8031157211374,652.8941813722208
663.4502264793355,664.8811841003969,665.9470003585028,670.7083958074611,664.7898331103659
657.5178281939188,659.1207541357755,659.3826948114664,665.2760153557289,658.0772258123557
672.4771026243275,673.7947988041018,675.3661310241098,679.4693923192331,674.2137069373308
680.4487648718963,682.3193593901842,684.6150002505175,688.4038999101656,682.4970063747505
671.2681709093278,673.2137040946085,673.8302330095414,680.3728907024904,671.3082826268333
673.126899318059,674.160629484625,674.5646516408583,680.7464351748415,672.7240752614075
683.7883771883714,683.9009493120911,684.8502873135942,690.2109295013263,683.4716357660557
679.9037936854102,679.9742682005366,680.2502085877792,686.692521337672,678.447232840409
681.1275457281135,681.1547081227418,681.9661497860774,687.5901441092817,680.1449727724578
681.8353928084314,682.231783234452,683.0456539215972,688.2411881395641,681.0555284546215
669.9662469719932,669.8762417924513,669.824641448819,676.0434840082225,667.6324146359498
675.9353267994003,675.7755692469457,676.4718620518447,680.9974780680351,674.6591537969127
669.7258556764515,670.0890439729656,670.4676106161666,675.2205865434062,668.4809973863211
667.2780397569073,667.8273766213215,668.4614995465515,672.777480960574,666.4716202644214
676.4051623710171,677.7401571392738,679.8668823708972,681.8765220899654,677.149855116556
662.5010526010626,664.6704170479394,665.3223473436659,669.5555614126063,662.062613803418
672.5619215097893,674.2605477072821,675.969973213334,678.4432938828797,673.1263248867526
667.7181690238249,669.623574079277,670.7686126206886,674.4176957003735,667.5520106653853
667.5972922646479,669.308030756543,670.255563402512,673.8383735217684,667.1335949018473
673.4869856855189,675.1285298234845,676.8610638803744,679.373314580167,673.8260150425206
673.5533571198857,675.6799182282787,676.9920013935739,680.2071918890958,673.5129828052115
676.9941842325379,679.0612834945632,680.5243928564566,683.6653011779074,677.2284209069403
682.5204759966953,684.6118654968172,686.0976238645035,689.4903956952996,682.8591606949133
678.663301073208,680.6545589904733,681.200679039572,686.1667033321717,678.0637425002965
677.0517258371101,678.3968141840354,678.6585414995268,683.8893950366721,675.8037163809563
672.6617412585081,673.6893003916117,673.3264731662046,678.9828654150863,670.936428623755
670.4983673095403,671.2220851062362,670.789357797009,676.1720253222584,668.8973287848331
691.2133777801814,692.5458614630131,694.2334749917474,696.6386352837151,692.0353069179384
688.7287326077392,691.4178753252384,692.5336506946727,696.6230107521826,689.3529917268232
676.6184405088995,679.3151821319653,678.9537663663393,685.430709117843,675.8374437048
674.764307550619,676.2368539982596,675.6142853484484,681.8896847730421,673.1150824454714
685.0097330319111,685.6414433456546,685.297358993157,690.3984567043617,683.7824523397546
686.5686903603482,687.441514111847,687.4905705454084,692.4971168635896,685.7469089334985
687.0726635638847,688.7930032647571,689.0872269798645,693.8732573257032,686.9240007418039
683.7642838981512,685.413968548344,685.615035917886,690.9083055195458,683.458407433687
685.5453656065885,686.7111985612896,686.900842953997,691.8850028635538,684.8320203980527
689.0936113735263,690.3181676200584,690.2292948908062,695.4234997106068,688.4768034491017
689.3954668188463,690.6257673784419,690.3344978814814,695.8912509171979,688.9457035183053
674.2958834387834,675.2336343402217,673.8869211733156,681.069462516881,672.4517455852333
680.1672771194667,680.5911089496074,680.2234893258728,685.2276886818595,679.4596105747022
673.6282793745554,674.4755819637296,673.7701639072213,678.9057931460985,672.727357726015
675.4056190733398,676.8843857914119,676.6386769032058,680.7774216407379,675.5119545143048
692.1312533584202,694.575442154573,696.0112249986078,698.2175335846437,694.6330494084373
684.8941902777217,688.2382667460633,688.6110070145857,693.4848104640332,686.289467508498
683.6125847963085,686.5180911684213,686.3852990627186,691.8320567094323,684.3242559478944
693.8770978092941,695.8663041861797,695.8676171720227,700.9028850555209,694.4971553736804
697.1335652972574,698.594951365232,698.0965747638515,704.0632091551258,696.623995491565
699.4522326468134,700.6438329486846,700.1531373144862,706.7312292128747,698.9017633321096
703.0451199324153,704.2414798079677,703.7076197641786,710.477374771008,702.5317096431319
716.7008291931854,717.4291752649783,717.480053466397,723.472291081611,716.4880926619633
704.8139088108968,705.7723884763324,704.1209805322206,712.9654829436113,702.8146580923119
714.1862315311985,714.8008730289821,713.2471184069482,721.0387702954332,712.6411754403749
708.7288058745098,708.5509947667131,706.1150449567256,715.4592697799858,705.6428952475603
716.7865343440915,715.916845346293,714.3606945250954,722.2127765870074,714.0962920009488
708.0000659069641,707.9527327673218,705.8442088019478,714.3387348368702,705.0201460621959
709.0327292725326,708.6672268384702,706.7026717707881,714.40382611004,706.1719628930223
707.7544719050193,707.7019852959429,705.8197216159747,713.0359902833837,705.1781639084084
714.7797011322627,714.9970002892895,713.6746594220954,720.0162497455024,713.0391414494071
717.1294862462993,717.7573889010978,716.6842527469169,723.0041788039132,715.4950158195632
706.8032136617206,707.4877060063551,705.7655937745944,713.2478077245157,704.0539197802863
713.0169191640132,712.9943686321587,711.9089888849912,717.8742446411304,710.5200468109076
709.5547067944422,709.1866112133396,707.6439513216795,714.2180386132468,706.3142249091181
703.5327628745288,703.2983292522499,701.4461001234419,707.9059248220165,700.0660535284451
704.6214250863038,704.258811221096,703.2308089552705,708.3036938831723,701.8865740491432
701.8701617261049,701.853092910145,700.8979285339633,705.9303078486066,699.4553181635446
716.757189110499,717.5033917897574,718.3487905494592,720.7322865750164,716.4814620834559
710.8561711867317,713.0414391746324,712.7936459214005,717.3605717546783,709.8747142690424
701.8878870349863,703.5435293584419,702.3097165617162,708.6363060218661,699.4919504685661
704.5194717355901,704.9338828923067,703.9576122686976,709.5875970898107,702.1153618322968
713.841244500934,713.9919424510714,713.3192013297323,718.2671884793128,711.6715353952734
723.0262697907228,724.0156046234703,723.8459668525466,728.2357380709492,721.8665422201918
705.4720101400858,707.2839306035119,705.3337527308113,712.896780959373,702.4044813149392
700.1191638057969,700.7192639853686,698.3409542538915,706.1155373264166,696.4219926196097
719.4442802876183,719.0255034529735,718.2853076839472,723.2117290410554,717.430356952237
715.3683783349998,716.2720408414874,714.6286421110184,720.953360566342,712.8255186527408
707.0720475130877,708.9297583577904,706.7427834882936,713.643213411154,704.8021247629554
713.8620881511924,715.1409691869814,713.901740323653,719.6055477737924,712.4240075819323
696.303791069088,696.812212012168,693.9929688099444,702.1582308200727,692.0666216302955
704.5107403797338,704.5937867343074,702.6354355247338,708.5968507972821,701.8850641154237
703.977897899973,705.0439111059552,703.1686062509553,708.5636650800986,702.2705567589468
